city,date,year,month,season,max_temp,min_temp,mean_temp,temperature_category,temp_range,rainfall_mm,is_rainy,daily_duration
Hyderabad,2024-09-03,2024,9,Autumn,27.5,22.5,24.6,Warm,5.0,12.1,True,44719.36
Hyderabad,2024-09-04,2024,9,Autumn,28.1,22.6,24.4,Warm,5.5,4.5,True,44662.44
Hyderabad,2024-09-05,2024,9,Autumn,29.4,22.6,25.1,Warm,6.799999999999997,3.7,True,44605.5
Hyderabad,2024-09-06,2024,9,Autumn,29.0,22.6,25.2,Warm,6.399999999999999,3.4,True,44548.56
Hyderabad,2024-09-07,2024,9,Autumn,26.5,22.6,23.9,Warm,3.8999999999999986,10.4,True,44491.68
Hyderabad,2024-09-08,2024,9,Autumn,26.4,22.7,23.8,Warm,3.6999999999999993,17.1,True,44434.89
Hyderabad,2024-09-09,2024,9,Autumn,25.0,22.6,23.5,Warm,2.3999999999999986,11.3,True,44378.14
Hyderabad,2024-09-10,2024,9,Autumn,29.2,22.4,25.2,Warm,6.800000000000001,2.5,True,44321.08
Hyderabad,2024-09-11,2024,9,Autumn,29.4,22.0,25.1,Warm,7.399999999999999,0.1,False,44263.66
Hyderabad,2024-09-12,2024,9,Autumn,28.7,22.1,25.0,Warm,6.599999999999998,0.0,False,44205.91
Hyderabad,2024-09-13,2024,9,Autumn,28.6,21.9,24.8,Warm,6.700000000000003,0.0,False,44147.89
Hyderabad,2024-09-14,2024,9,Autumn,29.1,21.6,24.9,Warm,7.5,0.0,False,44089.63
Hyderabad,2024-09-15,2024,9,Autumn,29.4,21.8,25.3,Warm,7.599999999999998,0.0,False,44031.15
Hyderabad,2024-09-16,2024,9,Autumn,27.8,22.1,24.5,Warm,5.699999999999999,0.8,False,43972.52
Hyderabad,2024-09-17,2024,9,Autumn,29.8,21.1,25.0,Warm,8.7,0.0,False,43913.75
Hyderabad,2024-09-18,2024,9,Autumn,29.5,21.0,24.9,Warm,8.5,0.1,False,43854.9
Hyderabad,2024-09-19,2024,9,Autumn,30.4,21.1,25.8,Warm,9.299999999999997,0.0,False,43795.99
Hyderabad,2024-09-20,2024,9,Autumn,30.9,22.0,26.0,Warm,8.899999999999999,0.4,False,43737.05
Hyderabad,2024-09-21,2024,9,Autumn,29.5,22.1,24.7,Warm,7.399999999999999,6.1,True,43678.14
Hyderabad,2024-09-22,2024,9,Autumn,29.3,22.2,24.7,Warm,7.100000000000001,2.8,True,43619.29
Hyderabad,2024-09-23,2024,9,Autumn,29.2,22.1,24.9,Warm,7.099999999999998,24.4,True,43560.52
Hyderabad,2024-09-24,2024,9,Autumn,29.2,22.5,25.2,Warm,6.699999999999999,12.4,True,43501.88
Hyderabad,2024-09-25,2024,9,Autumn,28.7,22.7,24.8,Warm,6.0,11.0,True,43443.41
Hyderabad,2024-09-26,2024,9,Autumn,27.8,22.9,24.9,Warm,4.900000000000002,8.6,True,43385.13
Hyderabad,2024-09-27,2024,9,Autumn,29.0,22.5,25.1,Warm,6.5,0.0,False,43327.09
Hyderabad,2024-09-28,2024,9,Autumn,29.6,22.0,25.4,Warm,7.600000000000001,0.0,False,43269.32
Hyderabad,2024-09-29,2024,9,Autumn,30.7,22.7,26.2,Warm,8.0,1.0,False,43211.8
Hyderabad,2024-09-30,2024,9,Autumn,29.9,22.5,25.8,Warm,7.399999999999999,3.5,True,43154.1
Hyderabad,2024-10-01,2024,10,Autumn,31.2,22.4,26.3,Warm,8.8,3.4,True,43096.2
Hyderabad,2024-10-02,2024,10,Autumn,31.8,22.5,26.4,Warm,9.3,2.4,True,43038.15
Hyderabad,2024-10-03,2024,10,Autumn,31.5,22.5,26.1,Warm,9.0,1.1,True,42979.97
Hyderabad,2024-10-04,2024,10,Autumn,30.6,22.4,25.7,Warm,8.200000000000003,0.1,False,42921.72
Hyderabad,2024-10-05,2024,10,Autumn,30.4,22.2,25.0,Warm,8.2,2.5,True,42863.43
Hyderabad,2024-10-06,2024,10,Autumn,30.7,21.6,25.4,Warm,9.099999999999998,1.1,True,42805.14
Hyderabad,2024-10-07,2024,10,Autumn,30.0,21.6,25.3,Warm,8.399999999999999,2.1,True,42746.89
Hyderabad,2024-10-08,2024,10,Autumn,29.6,21.6,25.3,Warm,8.0,0.2,False,42688.74
Hyderabad,2024-10-09,2024,10,Autumn,30.1,22.5,25.3,Warm,7.600000000000001,2.7,True,42630.71
Hyderabad,2024-10-10,2024,10,Autumn,29.1,22.5,25.0,Warm,6.600000000000001,1.5,True,42572.85
Hyderabad,2024-10-11,2024,10,Autumn,29.6,22.6,24.9,Warm,7.0,1.8,True,42515.2
Hyderabad,2024-10-12,2024,10,Autumn,29.5,22.3,24.8,Warm,7.199999999999999,4.2,True,42457.81
Hyderabad,2024-10-13,2024,10,Autumn,29.6,21.0,25.1,Warm,8.600000000000001,2.7,True,42400.71
Hyderabad,2024-10-14,2024,10,Autumn,28.5,21.0,25.1,Warm,7.5,0.2,False,42343.95
Hyderabad,2024-10-15,2024,10,Autumn,29.4,22.0,24.6,Warm,7.399999999999999,11.9,True,42287.58
Hyderabad,2024-10-16,2024,10,Autumn,29.4,21.9,25.0,Warm,7.5,5.7,True,42231.63
Hyderabad,2024-10-17,2024,10,Autumn,29.0,22.6,25.0,Warm,6.399999999999999,7.9,True,42176.16
Hyderabad,2024-10-18,2024,10,Autumn,28.8,22.0,24.9,Warm,6.800000000000001,2.5,True,42121.21
Hyderabad,2024-10-19,2024,10,Autumn,30.2,21.5,25.2,Warm,8.7,0.9,False,42066.75
Hyderabad,2024-10-20,2024,10,Autumn,29.4,20.8,24.2,Warm,8.599999999999998,5.9,True,42012.32
Hyderabad,2024-10-21,2024,10,Autumn,29.5,20.9,24.8,Warm,8.600000000000001,1.2,True,41957.89
Hyderabad,2024-10-22,2024,10,Autumn,29.5,20.9,24.1,Warm,8.600000000000001,6.1,True,41903.52
Hyderabad,2024-10-23,2024,10,Autumn,30.5,19.6,24.7,Warm,10.899999999999999,0.0,False,41849.25
Hyderabad,2024-10-24,2024,10,Autumn,30.7,19.5,24.2,Warm,11.2,0.0,False,41795.12
Hyderabad,2024-10-25,2024,10,Autumn,30.1,19.9,24.4,Warm,10.200000000000003,0.0,False,41741.18
Hyderabad,2024-10-26,2024,10,Autumn,30.1,18.7,24.1,Warm,11.400000000000002,0.4,False,41687.5
Hyderabad,2024-10-27,2024,10,Autumn,30.5,18.9,24.7,Warm,11.600000000000001,0.0,False,41634.11
Hyderabad,2024-10-28,2024,10,Autumn,30.2,20.0,25.0,Warm,10.2,0.0,False,41581.06
Hyderabad,2024-10-29,2024,10,Autumn,30.5,21.0,25.6,Warm,9.5,0.1,False,41528.41
Hyderabad,2024-10-30,2024,10,Autumn,30.2,21.1,24.3,Warm,9.099999999999998,14.7,True,41476.22
Hyderabad,2024-10-31,2024,10,Autumn,28.7,21.2,24.4,Warm,7.5,3.1,True,41424.52
Hyderabad,2024-11-01,2024,11,Autumn,30.1,21.3,24.4,Warm,8.8,6.1,True,41373.38
Hyderabad,2024-11-02,2024,11,Autumn,29.1,20.6,24.6,Warm,8.5,1.6,True,41322.86
Hyderabad,2024-11-03,2024,11,Autumn,28.4,20.5,24.2,Warm,7.899999999999999,1.2,True,41273.0
Hyderabad,2024-11-04,2024,11,Autumn,29.5,18.7,24.0,Warm,10.8,0.0,False,41223.86
Hyderabad,2024-11-05,2024,11,Autumn,29.7,18.1,24.0,Warm,11.599999999999998,0.0,False,41175.5
Hyderabad,2024-11-06,2024,11,Autumn,30.2,18.1,23.8,Warm,12.099999999999998,0.0,False,41127.98
Hyderabad,2024-11-07,2024,11,Autumn,29.8,17.8,23.5,Warm,12.0,0.0,False,41081.35
Hyderabad,2024-11-08,2024,11,Autumn,29.5,17.5,23.8,Warm,12.0,0.0,False,41035.59
Hyderabad,2024-11-09,2024,11,Autumn,29.8,18.1,23.5,Warm,11.7,0.0,False,40990.25
Hyderabad,2024-11-10,2024,11,Autumn,29.9,18.6,24.2,Warm,11.299999999999997,0.0,False,40945.3
Hyderabad,2024-11-11,2024,11,Autumn,29.3,19.2,24.0,Warm,10.100000000000001,0.0,False,40900.78
Hyderabad,2024-11-12,2024,11,Autumn,29.9,20.5,25.9,Warm,9.399999999999999,0.0,False,40856.74
Hyderabad,2024-11-13,2024,11,Autumn,30.3,22.0,26.1,Warm,8.3,0.0,False,40813.23
Hyderabad,2024-11-14,2024,11,Autumn,29.5,21.9,25.0,Warm,7.600000000000001,1.0,False,40770.31
Hyderabad,2024-11-15,2024,11,Autumn,30.6,21.6,26.2,Warm,9.0,1.4,True,40728.03
Hyderabad,2024-11-16,2024,11,Autumn,30.6,21.7,25.8,Warm,8.900000000000002,0.0,False,40686.44
Hyderabad,2024-11-17,2024,11,Autumn,29.5,20.4,24.4,Warm,9.100000000000001,0.0,False,40645.6
Hyderabad,2024-11-18,2024,11,Autumn,28.5,19.9,23.8,Warm,8.600000000000001,0.0,False,40605.56
Hyderabad,2024-11-19,2024,11,Autumn,28.3,19.0,23.5,Warm,9.3,0.0,False,40566.38
Hyderabad,2024-11-20,2024,11,Autumn,28.1,18.8,23.4,Warm,9.3,0.0,False,40528.11
Hyderabad,2024-11-21,2024,11,Autumn,28.3,19.2,23.6,Warm,9.100000000000001,0.0,False,40490.8
Hyderabad,2024-11-22,2024,11,Autumn,28.5,19.1,23.4,Warm,9.399999999999999,0.0,False,40454.54
Hyderabad,2024-11-23,2024,11,Autumn,28.3,19.0,23.5,Warm,9.3,0.0,False,40419.34
Hyderabad,2024-11-24,2024,11,Autumn,28.4,19.0,23.4,Warm,9.399999999999999,0.0,False,40385.3
Hyderabad,2024-11-25,2024,11,Autumn,27.5,18.6,22.6,Warm,8.899999999999999,0.0,False,40352.45
Hyderabad,2024-11-26,2024,11,Autumn,28.8,18.5,23.6,Warm,10.3,0.0,False,40320.87
Hyderabad,2024-11-27,2024,11,Autumn,27.5,18.5,22.6,Warm,9.0,0.0,False,40290.61
Hyderabad,2024-11-28,2024,11,Autumn,26.9,18.0,21.9,Warm,8.899999999999999,0.0,False,40261.66
Hyderabad,2024-11-29,2024,11,Autumn,29.0,17.9,24.1,Warm,11.100000000000001,0.0,False,40233.68
Hyderabad,2024-11-30,2024,11,Autumn,29.0,21.1,24.8,Warm,7.899999999999999,0.0,False,40206.66
Hyderabad,2024-12-01,2024,12,Winter,28.0,21.9,24.5,Warm,6.100000000000001,3.0,True,40180.6
Hyderabad,2024-12-02,2024,12,Winter,27.2,21.3,23.5,Warm,5.899999999999999,3.2,True,40155.55
Hyderabad,2024-12-03,2024,12,Winter,27.4,21.4,23.8,Warm,6.0,2.5,True,40131.55
Hyderabad,2024-12-04,2024,12,Winter,28.2,21.8,24.7,Warm,6.399999999999999,0.5,False,40108.62
Hyderabad,2024-12-05,2024,12,Winter,27.4,21.1,23.8,Warm,6.299999999999997,12.2,True,40086.8
Hyderabad,2024-12-06,2024,12,Winter,29.1,21.2,24.7,Warm,7.900000000000002,3.1,True,40066.12
Hyderabad,2024-12-07,2024,12,Winter,30.0,21.1,25.3,Warm,8.899999999999999,1.4,True,40046.62
Hyderabad,2024-12-08,2024,12,Winter,28.6,21.8,24.4,Warm,6.800000000000001,1.1,True,40028.32
Hyderabad,2024-12-09,2024,12,Winter,27.8,21.1,24.1,Warm,6.699999999999999,1.0,False,40011.26
Hyderabad,2024-12-10,2024,12,Winter,28.2,18.9,23.4,Warm,9.3,0.6,False,39995.47
Hyderabad,2024-12-11,2024,12,Winter,27.1,17.7,22.3,Warm,9.400000000000002,0.0,False,39980.99
Hyderabad,2024-12-12,2024,12,Winter,27.4,17.5,22.3,Warm,9.899999999999999,0.0,False,39967.84
Hyderabad,2024-12-13,2024,12,Winter,26.9,17.8,22.0,Warm,9.099999999999998,0.0,False,39956.05
Hyderabad,2024-12-14,2024,12,Winter,26.6,17.3,21.6,Warm,9.3,0.0,False,39945.68
Hyderabad,2024-12-15,2024,12,Winter,26.5,15.9,21.0,Warm,10.6,0.0,False,39936.72
Hyderabad,2024-12-16,2024,12,Winter,27.0,15.4,21.0,Warm,11.6,0.0,False,39929.23
Hyderabad,2024-12-17,2024,12,Winter,27.5,15.2,21.3,Warm,12.3,0.0,False,39923.22
Hyderabad,2024-12-18,2024,12,Winter,28.0,16.6,22.8,Warm,11.399999999999999,0.0,False,39918.73
Hyderabad,2024-12-19,2024,12,Winter,28.9,18.5,24.0,Warm,10.399999999999999,0.0,False,39915.67
Hyderabad,2024-12-20,2024,12,Winter,29.4,20.2,24.6,Warm,9.2,0.0,False,39914.03
Hyderabad,2024-12-21,2024,12,Winter,29.9,20.0,24.6,Warm,9.899999999999999,0.0,False,39913.79
Hyderabad,2024-12-22,2024,12,Winter,28.5,20.1,24.0,Warm,8.399999999999999,0.0,False,39914.95
Hyderabad,2024-12-23,2024,12,Winter,28.5,19.8,24.1,Warm,8.7,0.0,False,39917.48
Hyderabad,2024-12-24,2024,12,Winter,28.5,21.0,24.3,Warm,7.5,0.0,False,39921.38
Hyderabad,2024-12-25,2024,12,Winter,27.7,20.0,23.0,Warm,7.699999999999999,0.2,False,39926.64
Hyderabad,2024-12-26,2024,12,Winter,25.9,20.6,22.4,Warm,5.299999999999997,0.5,False,39933.24
Hyderabad,2024-12-27,2024,12,Winter,26.4,19.1,22.5,Warm,7.299999999999997,1.8,True,39941.17
Hyderabad,2024-12-28,2024,12,Winter,27.9,18.8,23.1,Warm,9.099999999999998,0.0,False,39950.41
Hyderabad,2024-12-29,2024,12,Winter,28.9,19.2,23.8,Warm,9.7,0.0,False,39960.94
Hyderabad,2024-12-30,2024,12,Winter,30.0,19.4,24.6,Warm,10.600000000000001,0.0,False,39972.75
Hyderabad,2024-12-31,2024,12,Winter,28.7,19.9,24.6,Warm,8.8,0.0,False,39985.83
Hyderabad,2025-01-01,2025,1,Winter,28.5,19.0,23.9,Warm,9.5,0.0,False,40000.16
Hyderabad,2025-01-02,2025,1,Winter,28.1,18.6,22.8,Warm,9.5,0.0,False,40015.72
Hyderabad,2025-01-03,2025,1,Winter,28.9,18.1,23.2,Warm,10.799999999999997,0.0,False,40032.5
Hyderabad,2025-01-04,2025,1,Winter,28.9,17.0,23.0,Warm,11.899999999999999,0.0,False,40050.48
Hyderabad,2025-01-05,2025,1,Winter,28.1,16.4,22.7,Warm,11.700000000000003,0.0,False,40069.64
Hyderabad,2025-01-06,2025,1,Winter,27.5,17.6,22.7,Warm,9.899999999999999,0.0,False,40089.97
Hyderabad,2025-01-07,2025,1,Winter,28.5,18.0,23.1,Warm,10.5,0.0,False,40111.49
Hyderabad,2025-01-08,2025,1,Winter,27.1,17.7,22.3,Warm,9.400000000000002,0.0,False,40134.45
Hyderabad,2025-01-09,2025,1,Winter,25.8,17.0,21.7,Warm,8.8,0.0,False,40158.84
Hyderabad,2025-01-10,2025,1,Winter,26.4,17.3,22.0,Warm,9.099999999999998,0.0,False,40184.62
Hyderabad,2025-01-11,2025,1,Winter,26.8,17.8,22.3,Warm,9.0,0.0,False,40211.73
Hyderabad,2025-01-12,2025,1,Winter,27.7,18.0,22.8,Warm,9.7,0.0,False,40240.11
Hyderabad,2025-01-13,2025,1,Winter,28.6,19.0,23.4,Warm,9.600000000000001,0.0,False,40269.72
Hyderabad,2025-01-14,2025,1,Winter,28.5,18.4,23.4,Warm,10.100000000000001,0.0,False,40300.5
Hyderabad,2025-01-15,2025,1,Winter,28.0,18.7,23.1,Warm,9.3,0.0,False,40332.4
Hyderabad,2025-01-16,2025,1,Winter,28.2,18.9,23.4,Warm,9.3,0.0,False,40365.38
Hyderabad,2025-01-17,2025,1,Winter,28.4,18.9,23.2,Warm,9.5,0.0,False,40399.38
Hyderabad,2025-01-18,2025,1,Winter,26.9,18.5,22.4,Warm,8.399999999999999,0.0,False,40434.34
Hyderabad,2025-01-19,2025,1,Winter,29.3,19.0,23.8,Warm,10.3,0.0,False,40470.22
Hyderabad,2025-01-20,2025,1,Winter,29.5,19.1,23.7,Warm,10.399999999999999,0.0,False,40506.98
Hyderabad,2025-01-21,2025,1,Winter,30.5,18.2,24.1,Warm,12.3,0.0,False,40544.55
Hyderabad,2025-01-22,2025,1,Winter,30.0,18.5,24.0,Warm,11.5,0.0,False,40582.89
Hyderabad,2025-01-23,2025,1,Winter,29.6,18.5,23.5,Warm,11.100000000000001,0.0,False,40621.96
Hyderabad,2025-01-24,2025,1,Winter,30.5,18.8,24.0,Warm,11.7,0.0,False,40661.71
Hyderabad,2025-01-25,2025,1,Winter,31.3,18.3,24.6,Warm,13.0,0.0,False,40702.08
Hyderabad,2025-01-26,2025,1,Winter,30.1,19.5,24.8,Warm,10.600000000000001,0.0,False,40743.04
Hyderabad,2025-01-27,2025,1,Winter,31.2,19.1,25.3,Warm,12.099999999999998,0.0,False,40784.61
Hyderabad,2025-01-28,2025,1,Winter,31.0,19.2,25.0,Warm,11.8,0.0,False,40827.23
Hyderabad,2025-01-29,2025,1,Winter,30.5,19.6,24.5,Warm,10.899999999999999,0.0,False,40870.92
Hyderabad,2025-01-30,2025,1,Winter,31.0,19.2,24.8,Warm,11.8,0.0,False,40915.62
Hyderabad,2025-01-31,2025,1,Winter,32.3,19.6,25.9,Warm,12.699999999999996,0.0,False,40961.25
Hyderabad,2025-02-01,2025,2,Winter,32.2,21.0,26.5,Warm,11.200000000000003,0.0,False,41007.77
Hyderabad,2025-02-02,2025,2,Winter,32.3,21.3,26.5,Warm,10.999999999999996,0.0,False,41055.12
Hyderabad,2025-02-03,2025,2,Winter,32.2,20.7,26.4,Warm,11.500000000000004,0.0,False,41103.22
Hyderabad,2025-02-04,2025,2,Winter,33.1,20.0,27.0,Warm,13.100000000000001,0.0,False,41152.04
Hyderabad,2025-02-05,2025,2,Winter,33.3,22.0,27.6,Warm,11.299999999999997,0.0,False,41201.49
Hyderabad,2025-02-06,2025,2,Winter,32.3,21.5,26.8,Warm,10.799999999999997,0.0,False,41251.54
Hyderabad,2025-02-07,2025,2,Winter,32.0,21.9,26.9,Warm,10.100000000000001,0.0,False,41302.12
Hyderabad,2025-02-08,2025,2,Winter,32.2,22.1,27.3,Warm,10.100000000000001,0.0,False,41353.18
Hyderabad,2025-02-09,2025,2,Winter,31.5,22.0,26.7,Warm,9.5,0.0,False,41404.66
Hyderabad,2025-02-10,2025,2,Winter,32.2,21.4,26.7,Warm,10.800000000000004,0.0,False,41456.52
Hyderabad,2025-02-11,2025,2,Winter,33.7,21.5,27.4,Warm,12.200000000000003,0.0,False,41508.7
Hyderabad,2025-02-12,2025,2,Winter,34.3,22.0,28.2,Warm,12.299999999999997,0.0,False,41561.14
Hyderabad,2025-02-13,2025,2,Winter,33.5,21.5,27.5,Warm,12.0,0.0,False,41613.79
Hyderabad,2025-02-14,2025,2,Winter,32.8,21.1,26.9,Warm,11.699999999999996,0.0,False,41666.61
Hyderabad,2025-02-15,2025,2,Winter,32.9,20.5,27.1,Warm,12.399999999999999,0.0,False,41719.54
Hyderabad,2025-02-16,2025,2,Winter,33.5,20.4,27.4,Warm,13.100000000000001,0.0,False,41772.62
Hyderabad,2025-02-17,2025,2,Winter,34.3,21.4,27.8,Warm,12.899999999999999,0.0,False,41826.32
Hyderabad,2025-02-18,2025,2,Winter,34.7,21.9,28.3,Warm,12.800000000000004,0.0,False,41880.68
Hyderabad,2025-02-19,2025,2,Winter,34.0,23.0,28.8,Warm,11.0,0.0,False,41935.64
Hyderabad,2025-02-20,2025,2,Winter,33.9,23.4,28.1,Warm,10.5,0.5,False,41991.15
Hyderabad,2025-02-21,2025,2,Winter,32.8,23.2,27.7,Warm,9.599999999999998,0.0,False,42047.17
Hyderabad,2025-02-22,2025,2,Winter,33.8,22.2,28.1,Warm,11.599999999999998,0.0,False,42103.62
Hyderabad,2025-02-23,2025,2,Winter,33.2,23.0,27.9,Warm,10.200000000000003,0.0,False,42160.49
Hyderabad,2025-02-24,2025,2,Winter,32.3,21.7,27.3,Warm,10.599999999999998,0.0,False,42217.7
Hyderabad,2025-02-25,2025,2,Winter,31.8,21.0,26.6,Warm,10.8,0.0,False,42275.22
Hyderabad,2025-02-26,2025,2,Winter,31.8,21.6,26.8,Warm,10.2,0.0,False,42332.99
Hyderabad,2025-02-27,2025,2,Winter,32.3,21.6,27.0,Warm,10.699999999999996,0.0,False,42390.97
Hyderabad,2025-02-28,2025,2,Winter,32.5,21.6,27.2,Warm,10.899999999999999,0.0,False,42449.11
Hyderabad,2025-03-01,2025,3,Spring,32.8,21.5,27.3,Warm,11.299999999999997,0.0,False,42507.36
Hyderabad,2025-03-02,2025,3,Spring,34.5,22.5,28.8,Warm,12.0,0.0,False,42565.69
Hyderabad,2025-03-03,2025,3,Spring,35.6,23.5,29.8,Warm,12.100000000000001,0.0,False,42624.04
Hyderabad,2025-03-04,2025,3,Spring,36.0,22.8,29.9,Warm,13.2,0.0,False,42682.37
Hyderabad,2025-03-05,2025,3,Spring,33.7,21.9,28.2,Warm,11.800000000000004,0.0,False,42740.63
Hyderabad,2025-03-06,2025,3,Spring,32.5,21.0,26.7,Warm,11.5,0.0,False,42798.78
Hyderabad,2025-03-07,2025,3,Spring,33.3,19.2,27.3,Warm,14.099999999999998,0.0,False,42856.77
Hyderabad,2025-03-08,2025,3,Spring,35.8,19.8,28.8,Warm,15.999999999999996,0.0,False,42914.64
Hyderabad,2025-03-09,2025,3,Spring,34.7,21.7,28.4,Warm,13.000000000000004,0.0,False,42972.83
Hyderabad,2025-03-10,2025,3,Spring,32.6,20.6,27.2,Warm,12.0,0.0,False,43031.38
Hyderabad,2025-03-11,2025,3,Spring,33.6,22.0,28.2,Warm,11.600000000000001,0.0,False,43090.25
Hyderabad,2025-03-12,2025,3,Spring,35.8,22.4,29.4,Warm,13.399999999999999,0.0,False,43149.39
Hyderabad,2025-03-13,2025,3,Spring,37.6,23.6,31.0,Hot,14.0,0.0,False,43208.77
Hyderabad,2025-03-14,2025,3,Spring,37.3,25.5,31.5,Hot,11.799999999999997,0.0,False,43268.35
Hyderabad,2025-03-15,2025,3,Spring,37.4,26.0,31.3,Hot,11.399999999999999,0.0,False,43328.08
Hyderabad,2025-03-16,2025,3,Spring,37.2,25.3,31.3,Hot,11.900000000000002,0.0,False,43387.93
Hyderabad,2025-03-17,2025,3,Spring,37.6,24.9,31.4,Hot,12.700000000000003,0.0,False,43447.84
Hyderabad,2025-03-18,2025,3,Spring,37.0,25.9,31.1,Hot,11.100000000000001,0.0,False,43507.8
Hyderabad,2025-03-19,2025,3,Spring,36.0,22.6,29.6,Warm,13.399999999999999,0.0,False,43567.75
Hyderabad,2025-03-20,2025,3,Spring,35.3,22.0,28.8,Warm,13.299999999999997,0.0,False,43627.66
Hyderabad,2025-03-21,2025,3,Spring,35.8,22.4,29.2,Warm,13.399999999999999,0.0,False,43687.49
Hyderabad,2025-03-22,2025,3,Spring,33.8,23.0,26.8,Warm,10.799999999999997,0.5,False,43747.19
Hyderabad,2025-03-23,2025,3,Spring,32.2,22.8,27.7,Warm,9.400000000000002,0.1,False,43806.72
Hyderabad,2025-03-24,2025,3,Spring,33.2,22.8,28.5,Warm,10.400000000000002,0.0,False,43866.05
Hyderabad,2025-03-25,2025,3,Spring,34.5,23.0,29.3,Warm,11.5,0.0,False,43925.14
Hyderabad,2025-03-26,2025,3,Spring,36.2,24.0,30.1,Hot,12.200000000000003,0.0,False,43983.94
Hyderabad,2025-03-27,2025,3,Spring,37.5,25.0,31.0,Hot,12.5,0.0,False,44042.41
Hyderabad,2025-03-28,2025,3,Spring,37.8,26.0,31.9,Hot,11.799999999999997,0.0,False,44100.58
Hyderabad,2025-03-29,2025,3,Spring,37.6,26.2,31.9,Hot,11.400000000000002,0.0,False,44158.87
Hyderabad,2025-03-30,2025,3,Spring,38.0,26.5,31.9,Hot,11.5,0.0,False,44217.31
Hyderabad,2025-03-31,2025,3,Spring,37.0,24.6,31.0,Hot,12.399999999999999,0.0,False,44275.86
Hyderabad,2025-04-01,2025,4,Spring,35.2,23.8,29.1,Warm,11.400000000000002,0.0,False,44334.48
Hyderabad,2025-04-02,2025,4,Spring,32.8,23.3,28.2,Warm,9.499999999999996,0.1,False,44393.14
Hyderabad,2025-04-03,2025,4,Spring,30.2,21.5,25.0,Warm,8.7,11.6,True,44451.8
Hyderabad,2025-04-04,2025,4,Spring,30.5,21.4,26.3,Warm,9.100000000000001,0.7,False,44510.43
Hyderabad,2025-04-05,2025,4,Spring,32.5,23.5,27.8,Warm,9.0,0.0,False,44568.97
Hyderabad,2025-04-06,2025,4,Spring,34.5,23.1,28.7,Warm,11.399999999999999,0.0,False,44627.39
Hyderabad,2025-04-07,2025,4,Spring,36.0,23.8,30.0,Warm,12.2,0.0,False,44685.66
Hyderabad,2025-04-08,2025,4,Spring,35.6,23.9,29.7,Warm,11.700000000000003,0.1,False,44743.73
Hyderabad,2025-04-09,2025,4,Spring,36.8,23.8,30.6,Hot,12.999999999999996,0.0,False,44801.55
Hyderabad,2025-04-10,2025,4,Spring,37.1,25.4,30.7,Hot,11.700000000000003,0.0,False,44859.11
Hyderabad,2025-04-11,2025,4,Spring,37.0,24.2,30.9,Hot,12.8,0.0,False,44916.34
Hyderabad,2025-04-12,2025,4,Spring,37.1,25.1,31.7,Hot,12.0,0.0,False,44973.2
Hyderabad,2025-04-13,2025,4,Spring,37.0,25.0,31.3,Hot,12.0,0.0,False,45029.66
Hyderabad,2025-04-14,2025,4,Spring,36.9,24.9,31.4,Hot,12.0,0.0,False,45085.67
Hyderabad,2025-04-15,2025,4,Spring,36.2,24.5,30.8,Hot,11.700000000000003,0.0,False,45141.19
Hyderabad,2025-04-16,2025,4,Spring,36.2,24.2,30.6,Hot,12.000000000000004,0.0,False,45196.17
Hyderabad,2025-04-17,2025,4,Spring,35.9,25.1,30.3,Hot,10.799999999999997,0.3,False,45250.63
Hyderabad,2025-04-18,2025,4,Spring,37.2,25.6,31.5,Hot,11.600000000000001,0.0,False,45304.98
Hyderabad,2025-04-19,2025,4,Spring,35.3,26.7,30.8,Hot,8.599999999999998,1.7,True,45359.24
Hyderabad,2025-04-20,2025,4,Spring,37.8,27.0,32.8,Hot,10.799999999999997,0.0,False,45413.38
Hyderabad,2025-04-21,2025,4,Spring,37.8,26.7,32.6,Hot,11.099999999999998,0.1,False,45467.35
Hyderabad,2025-04-22,2025,4,Spring,38.5,27.7,33.2,Hot,10.8,0.1,False,45521.11
Hyderabad,2025-04-23,2025,4,Spring,38.3,28.0,33.3,Hot,10.299999999999997,0.0,False,45574.63
Hyderabad,2025-04-24,2025,4,Spring,38.7,27.8,33.7,Hot,10.900000000000002,0.0,False,45627.85
Hyderabad,2025-04-25,2025,4,Spring,38.4,28.1,33.3,Hot,10.299999999999997,0.0,False,45680.74
Hyderabad,2025-04-26,2025,4,Spring,37.5,27.0,32.1,Hot,10.5,0.0,False,45733.26
Hyderabad,2025-04-27,2025,4,Spring,32.9,24.6,28.8,Warm,8.299999999999997,8.2,True,45785.36
Hyderabad,2025-04-28,2025,4,Spring,37.0,24.9,30.8,Hot,12.100000000000001,0.0,False,45836.98
Hyderabad,2025-04-29,2025,4,Spring,36.9,25.0,31.5,Hot,11.899999999999999,0.0,False,45888.1
Hyderabad,2025-04-30,2025,4,Spring,38.4,25.1,32.0,Hot,13.299999999999997,0.0,False,45938.66
Hyderabad,2025-05-01,2025,5,Spring,37.9,25.3,31.9,Hot,12.599999999999998,0.0,False,45988.61
Hyderabad,2025-05-02,2025,5,Spring,38.7,25.5,32.3,Hot,13.200000000000003,0.0,False,46037.91
Hyderabad,2025-05-03,2025,5,Spring,38.5,26.1,32.6,Hot,12.399999999999999,0.0,False,46086.51
Hyderabad,2025-05-04,2025,5,Spring,38.5,24.0,30.6,Hot,14.5,0.0,False,46134.36
